Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
523858,Essem Catalyst Ltd,ESSMCAT,ESSEM CATALYST LTD.,Delisted,P ,10.00,NA          ,Other Industrial Products,Equity,Industrials,General Industrials,General Industrials,Other Industrial Products,
523860,Gyan Leatherboard Limited,GYANLTH,GYAN LEATHERBOARD LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
523862,Pacheli Industrial Finance Limited,PIFL,Pacheli Industrial Finance Ltd,Active,XT,10.00,INE926B01016,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
523864,DSQ Software Ltd.,DSQSOFT,DSQ SOFTWARE LTD.,Delisted,B ,10.00,INE286A01017,IT Software Products,Equity,Information Technology,Software & Services,IT Software & Services,Software Products,
523872,Magna Industries & Export Limited,MAGNA,MAGNA INDUSTRIES & EXPORTS LTD.,Delisted,P ,10.00,INE113F01012,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
523874,Precision Containeurs Limited.,PRECISION,PRECISION CONTAINEURS LTD.,Suspended,XT,10.00,INE191C01015,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
523876,Jyoti Overseas Ltd,JYOTIOVR,JYOTI OVERSEAS LTD.,Suspended,Z ,10.00,INE432D01011,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
523878,Total Exports Ltd,TOTEX,TOTAL EXPORTS LTD.,Suspended,Z ,10.00,INE109E01013,Computer Hardware,Equity,Information Technology,Hardware Technology & Equipment,Computers & Peripherals,Computer Hardware,
523880,Gujarat Speciality Lubes Ltd.,GUJSPLB,GUJARAT SPECIALITY LUBES LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
523882,Magnus Rubber Industries Limited,MAGNSRB,MAGNUS RUBBER INDUSTRIES LTD.,Delisted,P ,10.00,NA          ,Auto Tyres & Rubber Products,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Tyres & Rubber Products,
523886,Micro Inks Ltd.,MICROINK,MICRO INKS LTD.,Delisted,B ,10.00,INE056A01014,-,Equity,-,-,-,-,
523888,V R Woodart Ltd,VRWODAR,V R WOODART LTD.,Active,ZP,10.00,INE317D01014,Auto Tyres & Rubber Products,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Tyres & Rubber Products,
523890,D.S.Kulkarni Developers Ltd,DSKULKARNI,D.S.KULKARNI DEVELOPERS LTD.,Suspended,Z ,10.00,INE891A01014,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
523892,Gem Eyeadorns Ltd,GEMEYDM,GEM EYEADORNS LTD.,Delisted,B ,10.00,INE419B01012,-,Equity,-,-,-,-,
523894,Crown Television Ltd.,CROWNTV,CROWN TELEVISION LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
523896,AVI PRODUCTS INDIA LIMITED,APIL,Avi Products India Ltd,Active,XT,10.00,INE316O01021,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
523990,Bharat Thermite Ltd,BHTERMI,BHARAT THERMITE LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
523994,Interlink Exports Ltd,INTRLNK,INTERLINK EXPORTS LTD.,Delisted,P ,10.00,NA          ,Breweries & Distilleries,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Beverages,Breweries & Distilleries,
523998,Dataline & Research Technologies (I,DATALIN,DATALINE & RESEARCH TECHNOLOGIES (INDIA) LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524000,POONAWALLA FINCORP LIMITED,POONAWALLA,Poonawalla Fincorp Ltd,Active,A ,2.00,INE511C01022,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
524003,Gujarat High Tech. Indus. Ltd.,GUJHITC,GUJARAT HIGH TECH INDUSTRIES LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524011,Genomics Biotech Ltd.,GENOMICS,GENOMICS BIOTECH LTD.,Delisted,XD,10.00,INE974A01018,Other Food Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Other Food Products,
524013,"Hindustan Flurocarbons Ltd.,",HINFLUR,HINDUSTAN FLUOROCARBONS LTD.,Active,T ,10.00,INE806J01013,Fibres & Plastics,Equity,Basic Materials,Chemicals & Petrochemicals,Petrochemicals,Fibers & Plastics,
524019,Kingfa Science & Technology (India) Ltd,KINGFA,Kingfa Science & Technology (India) Ltd-$,Active,B ,10.00,INE473D01015,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
524031,Patidar Buildcon Limited,PATIDAR,Patidar Buildcon Limited,Suspended,XT,10.00,INE637N01014,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
524037,Rama Phosphates Ltd.,RAMAPHO,RAMA PHOSPHATES LTD.,Active,X ,10.00,INE809A01024,Fertilizers,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Fertilizers,
524038,Venlon Enterprises Ltd.,VENLONENT,VENLON ENTERPRISES LTD.,Suspended,XT,5.00,INE204D01022,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524044,"Unialkem Fertilizers Ltd.,",ZUNIALK,UNIALKEM FERTILIZERS LTD.,Delisted,Z ,10.00,-,-,Equity,-,-,-,-,
524046,"Pet Plastics Ltd.,",PETPLST,PET PLASTICS LTD.,Suspended,Z ,10.00,INE704F01018,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
524051,"Polyplex Corporation Ltd.,",POLYPLEX,POLYPLEX CORPORATION LTD.,Active,A ,10.00,INE633B01018,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
524055,"Panther Industrial Products Ltd.,",PANIDPR,PANTHER INDUSTRIAL PRODUCTS LTD.,Suspended,ZP,10.00,INE181D01014,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
524059,"Varun polymol Organics Ltd.,",VARNPLY,VARUN POLYMOL ORGANICS LTD.,Delisted,P ,10.00,NA          ,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals,
524065,"Chemech Laboratories Ltd.,",CHEMECHDM,CHEMECH LABORATORIES LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524067,Serene Industries Ltd.,SRNEDYE,SERENE INDUSTRIES LTD.,Delisted,P ,10.00,NA          ,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
524070,Amaravati Chemicals Ltd,AMRACHEDM,AMRACHEDM,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524075,"Albert David Ltd.,",ALBERTDA,ALBERT DAVID LTD.-$,Active,B ,10.00,INE155C01010,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524080,"Haryana Leather Chemicals Ltd.,",HARLETH,HARYANA LEATHER CHEMICALS LTD.,Active,XT,10.00,INE681F01018,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524082,"Harleystreet Pharmaceuticals Ltd.,",HARLPHR,HARLEYSTREET PHARMACEUTICALS LTD.,Delisted,T ,10.00,INE344K01013,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524084,Monsanto India Ltd.,MONSANTO,MONSANTO INDIA LTD.,Delisted,B ,10.00,INE274B01011,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals,
524087,"Unicorn Organics Ltd.,",UNICORN,UNICORN ORGANICS LTD.,Delisted,P ,10.00,NA          ,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524091,Acrysil Ltd.,ACRYSIL,ACRYSIL LTD.,Active,A ,2.00,INE482D01024,Houseware,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,Houseware,
524099,Jupiter Biotech Ltd.,JUPIBIOT,JUPITER BIOTECH LTD.,Delisted,T ,10.00,INE790E01010,-,Equity,-,-,-,-,
524103,Linear Industries Ltd,LINEARIND,Linear Industries Ltd,Delisted,XT,10.00,INE808D01012,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
524105,"Sumex Chemicals Ltd.,",SUMEXCH,SUMEX CHEMICALS LTD.,Delisted,P ,10.00,NA          ,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals,
524107,Organic Chemoils Ltd.,ORGCHEM,ORGANIC CHEMOILS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524109,Kabra Extrusion Technik Ltd,KABRAEXTRU,KABRA EXTRUSIONTECHNIK LTD.,Active,B ,5.00,INE900B01029,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
524113,Pharmaceuticals Products Of India Ltd.,PHARMA-B1,PHARMACEUTICALS PRODUCTS OF INDIA LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524117,"Protchem Industries (India) Ltd.,",PROTCHEM,PROTCHEM INDUSTRIES (INDIA) LTD.,Delisted,XD,10.00,INE819D01019,Other Food Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Other Food Products,
524119,KPL International Ltd,KPLINT,KPL INTERNATIONAL LTD.,Delisted,B ,10.00,INE174B01013,-,Equity,-,-,-,-,
524121,"Indian Maize & Chemicals Ltd.,",INDMAIZ,INDIAN MAIZE & CHEMICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524123,"Cepham Pharmaceuticals Ltd.,",CEPHAMP,CEPHAM PHARMACEUTICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524125,Thirani Chemicals Ltd,THIRNCH,THIRNCH,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524129,"Vinyl Chemicals (India) Ltd.,",VINYLINDIA,VINYL CHEMICALS (INDIA) LTD.,Active,B ,1.00,INE250B01029,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524136,"Pee Cee Cosma Sope Ltd.,",PCCOSMA,PEE CEE COSMA SOPE LTD.,Active,X ,10.00,INE417E01010,Household Products,Equity,FMCG (Fast Moving Consumer Goods),Household & Personal Products,Household Products,Household Products,
524138,Mahindra Composites Ltd.,MAHINCOMP,MAHINDRA COMPOSITES LTD.-$,Delisted,B ,10.00,INE219G01015,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
524140,Cheminor Drugs Ltd.,CHDRGDM,CHEMINOR DRUGS LTD.,Delisted,B ,10.00,INE088A01017,-,Equity,-,-,-,-,
524144,"Bonanza Pharmaceuticals, Ltd.",BONANZA,BONANZA PHARMACEUTICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524152,"Blue Blends Petrochemicals Ltd.,",BLUBPTR,BLUE BLENDS PETROCHEMICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524156,TCM Ltd.,TCMLMTD,TCM LTD.,Active,X ,10.00,INE034F01010,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524160,SMZS Chemicals Ltd,SMZS,SMZS CHEMICALS LTD.,Delisted,B ,10.00,INE894C01014,-,Equity,-,-,-,-,
524162,Pfimex Pharmaceuticals ltd.,PFIMEXP,PFIMEX PHARMACEUTICALS LTD.,Delisted,Z ,10.00,-,-,Equity,-,-,-,-,
524163,Sree Rayalaseema Petrochemicals ltd,ZSHRAYPE,ZSHRAYPE,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524164,IOL Chemicals & Pharmaceuticals Ltd,IOLCP,IOL CHEMICALS & PHARMACEUTICALS LTD.,Active,A ,10.00,INE485C01011,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524166,Wyeth Laboratories Limited(amlg.with Wyeth Lederle Ltd.),WYTHLAB-B,WYTHLAB-B,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524168,"Titanor Components Ltd.,",TITACOM,TITANOR COMPONENTS LTD.,Delisted,T ,10.00,INE244A01016,-,Equity,-,-,-,-,
524170,DSQ Biotech Ltd,DSQBIO,DSQ BIOTECH LTD.,Delisted,B ,10.00,INE964A01019,Other Food Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Other Food Products,
524174,Kesar Petroproducts Ltd,KESARPE,KESAR PETROPRODUCTS LTD.,Suspended,Z ,1.00,INE133C01033,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524178,Paintex Chemicals (Bombay) Ltd.,PNTXCHM,PAINTEX CHEMICALS (BOMBAY) LTD.,Delisted,P ,10.00,NA          ,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
524194,"Rock Hard Petrochemical Ind. Ltd.,",ROCKHARD,ROCK HARD PETROCHEMICAL INDUSTRIES LTD.,Delisted,X ,10.00,INE300D01010,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524196,Benzo Petrochemicals Ltd,BNZOPTR,BENZO PETROCHEMICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524200,"Vinati Organics Ltd.,",VINATIORGA,VINATI ORGANICS LTD.-$,Active,A ,1.00,INE410B01037,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524202,"Lactose (India) Ltd.,",LACTOSE,LACTOSE (INDIA) LTD.,Active,X ,10.00,INE058I01013,Other Food Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Other Food Products,
524204,Teesta Agro Industries Ltd,TEEAI,TEESTA AGRO INDUSTRIES LTD.,Suspended,Z ,10.00,INE757D01011,Fertilizers,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Fertilizers,
524206,Astron Drugs And Industries Ltd.,ASTDRUG,ASTRON DRUGS AND INDUSTRIES LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524208,Aarti Industries Ltd,AARTIIND,AARTI INDUSTRIES LTD.,Active,A ,5.00,INE769A01020,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
524210,Pentokey Organy (India) Ltd.,PNTKYOR,PENTOKEY ORGANY (INDIA) LTD.,Suspended,XT,10.00,INE702E01015,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524212,Wanbury Limited,WANBURY,WANBURY LTD.,Active,T ,10.00,INE107F01022,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524214,Kings Chemicals & Distilleries Ltd.,KINGCHD,KINGS CHEMICALS & DISTILLERIES LTD.,Delisted,P ,10.00,NA          ,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524218,Resonance Specialties Limited,RESONANCE,RESONANCE SPECIALTIES LTD.-$,Active,X ,10.00,INE486D01017,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524224,Nariman Point Chemicals Industries,NPNTCHM,NARIMAN POINT CHEMICAL INDUSTRIES LTD.,Delisted,P ,10.00,NA          ,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524226,Gujarat Ambuja Exports Ltd.,GAEL,GUJARAT AMBUJA EXPORTS LTD.,Active,A ,1.00,INE036B01030,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products,
524230,Rashtriya Chemicals & Fertilizers Limited,RCF,RASHTRIYA CHEMICALS & FERTILIZERS LTD.,Active,A ,10.00,INE027A01015,Fertilizers,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Fertilizers,
524232,Maharashtra Polybutenes Ltd,MAHAPOL,MAHARASHTRA POLYBUTENES LTD.,Delisted,Z ,1.00,INE488E01037,Petrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Petrochemicals,Petrochemicals,
524237,Mangalore Refinery & Petrochemicals,ZMRPL(5),ZMRPL(5),Delisted,Z ,5.00,NA          ,-,Equity,-,-,-,-,
524238,Gujarat Inject (Kerala) Ltd.,GUJINJEC,GUJARAT INJECT (KERALA) LTD.,Suspended,X ,10.00,INE659F01014,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524240,"SKG Solvex Ltd.,",SKGSOLV,SKG SOLVEX LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524244,Fertilizers and Chemicals Tranvanco,FACT,FERTILIZERS & CHEMICALS TRAVANCORE LTD.,Delisted,B ,10.00,INE188A01015,-,Equity,-,-,-,-,
524246,"Pradeep Drug Co. Ltd.,",PRDEPDRDM,PRADEEP DRUG CO.LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524252,Prime Petro Products Ltd.,PRIMEPT,PRIME PETRO PRODUCTS LTD.,Delisted,P ,10.00,INE189F01012,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
524254,Krishna Plasto Chem Ltd,KRSHPLS,KRISHNA PLASTO CHEM LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524256,"Daurala Organics Ltd.,",DAURALA,DAURALA ORGANICS LTD.,Delisted,B ,10.00,INE775D01013,-,Equity,-,-,-,-,
524260,Consolidate Fibres and Chemicals Lt,CONSOLFI,CONSOLIDATED FIBRES AND CHEMICALS LTD.,Delisted,B ,10.00,INE311A01013,-,Equity,-,-,-,-,
524264,Unimers India Ltd.,UNIMERQ,UNIMERS INDIA LTD.,Suspended,Z ,10.00,INE980B01039,Auto Tyres & Rubber Products,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Tyres & Rubber Products,
524270,Magna Colors Limited,MAGNACOL,MAGNA COLORS LTD.,Delisted,ZP,10.00,INE283N01017,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
524272,"Cebon India Ltd.,",CBONIND,CEBON INDIA LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524276,"Dujodwala Paper Chemical Ltd.,",DUJODPPR,DUJODWALA PAPER CHEMICAL LTD.-$,Delisted,Z ,10.00,INE990C01010,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524280,"Kopran Ltd.,",KOPRAN,KOPRAN LTD.,Active,B ,10.00,INE082A01010,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524288,"Aimco Pesticides Ltd.,",AIMCOPEST,AIMCO PESTICIDES LTD.,Active,XT,10.00,INE008B01013,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals,
524290,"Vysali Pharmaceuticals Ltd.,",VYSLIPH,VYSALI PHARMACEUTICALS LTD.,Delisted,P ,10.00,INE153G01016,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524306,Hilton Intermediates Ltd,HILTINT,HILTON INTERMEDIATES LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524310,VBC Industries Ltd,VBCIND,VBC INDUSTRIES LTD.,Delisted,Z ,10.00,INE809C01012,Diversified,Equity,Diversified,Diversified,Diversified,Diversified,
524312,Vijayshree Chemicals India Ltd,VIJAYCH,VIJAYSHREE CHEMICALS INDIA LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524314,Gujarat Terce Laboratories Ltd,GUJTERC,GUJARAT TERCE LABORATORIES LTD.,Active,XT,10.00,INE499G01013,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524318,"Preyanshu Industries Ltd.,",PREYANS,PREYANSHU INDUSTRIES LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524322,Kabra Drugs Ltd,KABRADG,KABRA DRUGS LTD.,Active,XT,10.00,INE323K01017,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524324,Seya Industries Ltd,SEYAIND,SEYA INDUSTRIES LTD.,Active,B ,10.00,INE573R01012,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
524330,Jayant Agro-Organics Limited.,JAYAGROGN,JAYANT AGRO-ORGANICS LTD.,Active,B ,5.00,INE785A01026,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
524332,BCL INDUSTRIES LIMITED,BCLIL,BCL Industries Ltd-$,Active,T ,10.00,INE412G01016,Edible Oils,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Edible Oils,
524336,"Shree Hari Chemicals Export Ltd.,",SHHARICH,SHREE HARI CHEMICALS EXPORT LTD.,Active,X ,10.00,INE065E01017,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524338,Madhu Refoils & Chemicals Ltd.,MADHURE,MADHU REFOILS & CHEMICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524342,"Indo Borax & Chemicals Ltd.,",INDOBORAX,INDO BORAX & CHEMICALS LTD.-$,Active,X ,1.00,INE803D01021,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
524344,Elegant Pharmaceuticals Ltd,ELEGNPH,ELEGANT PHARMACEUTICALS LTD.,Delisted,P ,10.00,NA          ,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524346,International Catalysts Limited,ICATLYS,INTERNATIONAL CATALYSTS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524348,Aarti Drugs Limited,AARTIDRUGS,AARTI DRUGS LTD.,Active,A ,10.00,INE767A01016,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524350,Nacro Chemicals Limited,NACROCH,NACRO CHEMICALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524360,Solar Farmachem Ltd,SOLARFM,SOLAR FARMACHEM LTD.,Delisted,P ,10.00,-,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals,
524364,SPL Polymers Limited,SPLPOLY,SPL POLYMERS LTD.,Delisted,B ,10.00,INE615D01011,-,Equity,-,-,-,-,
524368,Milestone Organic Ltd,MILEORG,MILESTONE ORGANICS LTD.,Delisted,Z ,10.00,-,-,Equity,-,-,-,-,
524370,Bodal Chemicals Ltd,BODALCHEM,BODAL CHEMICALS LTD.,Active,A ,2.00,INE338D01028,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
524372,Orchid Pharma Limited,ORCHIDPHAR,Orchid Pharma Ltd,Active,B ,10.00,INE191A01027,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524374,EPIC Enzymes Pharmac. & Industrial,EPICENZY,EPIC ENZYMES PHARMACEUTICALS & INDUSTRIAL CHEMICALS LTD.-$,Delisted,XT,10.00,INE278A01014,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals,
524378,JMDE Packaging & Realties Limited,JMDEPACKR,JMDE PACKAGING & REALTIES LTD.,Delisted,XT,1.00,INE807C01024,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
524380,Janak Intermediates Ltd,JNAKINT,JNAKINT,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524382,Ratna Drugs Ltd.,RINADRG,RATNA DRUGS LTD.,Delisted,P ,10.00,NA          ,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524384,Omni Dye-Chem Exports Ltd.,OMNDE,OMNI DYE-CHEM EXPORTS LTD.,Delisted,Z ,10.00,INE529C01016,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
524386,Aminex Chemicals Ltd.,AMINXCHDM,AMINXCHDM,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524388,Crazy Infotech Ltd.,CRAZYINF,CRAZY INFOTECH LTD.,Suspended,Z ,1.00,INE664B01021,Computer Hardware,Equity,Information Technology,Hardware Technology & Equipment,Computers & Peripherals,Computer Hardware,
524390,Manav Pharma Ltd.,MHNAVPH,MANAV PHARMA LTD.,Delisted,P ,10.00,NA          ,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524394,Vimta Labs Ltd.,VIMTALABS,VIMTA LABS LTD.-$,Active,B ,2.00,INE579C01029,Healthcare Services,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Services,
524396,Biofil Chemicals & Pharmaceuticals,BIOFILCHEM,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,Active,B ,10.00,INE829A01014,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524398,Damania Pharma Ltd.,DMNIAPH,DAMANIA PHARMA LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
524400,Ishita Drugs & Industries Ltd.,ISHITADR,ISHITA DRUGS & INDUSTRIES LTD.,Active,X ,10.00,INE806D01016,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
524402,Maruti Organics Ltd.,MRUTIOR**,MARUTI ORGANICS LTD.,Delisted,P ,10.00,NA          ,Breweries & Distilleries,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Beverages,Breweries & Distilleries,
