Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
512477,"Betex India Ltd.,",BETXIND,BETEX INDIA LTD.,Active,X ,10.00,INE765L01017,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
512479,Gayatri Tissue & Papers Ltd,GYTRIPA,GAYATRI TISSUE & PAPERS LTD.,Active,XT,10.00,INE661K01010,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
512481,"Polytex India Ltd.,",POLYTEX,POLYTEX INDIA LTD.,Active,XT,10.00,INE012F01016,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
512485,"Dhanlaxmi Cotex Ltd.,",DHANCOT,DHANLAXMI COTEX LTD.,Active,XT,10.00,INE977F01010,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
512487,Remi Elektrotechnik Limited,REMIELEK,Remi Elektrotechnik Limited,Delisted,XT,10.00,INE512H01011,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
512489,Oasis Securities Limited,OASISEC,OASIS SECURITIES LTD.,Active,X ,10.00,INE876A01015,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
512491,Sonu Synthetics Ltd.,SONUSYN,SONU SYNTHETICS LTD.,Delisted,P ,10.00,-,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
512493,Garnet International Limited,GARNETINT,GARNET INTERNATIONAL LTD.,Active,XT,10.00,INE590B01010,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
512499,Shalimar Productions Ltd.,SHALPRO,SHALIMAR PRODUCTIONS LTD.,Active,X ,1.00,INE435E01020,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
512503,"Amar Vanijya Ltd.,",AMARVAN,AMAR VANIJYA LTD.,Delisted,Z ,10.00,INE499F01015,-,Equity,-,-,-,-,
512511,"Varun Mercantile Ltd.,",VARUNME,VARUN MERCANTILE LTD.,Active,XT,10.00,INE442U01014,Diversified Commercial Services,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Diversified Commercial Services,
512517,"Vinayak Vanijya Ltd.,",VINVANI,VINAYAK VANIJYA LTD.,Suspended,P ,10.00,INE132V01019,Diversified Commercial Services,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Diversified Commercial Services,
512519,Donear Industries Ltd,DONEAR,DONEAR INDUSTRIES LTD.-$,Active,B ,2.00,INE668D01028,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
512520,"Priyanka Udyog Ltd.,",PRIYANK,PRIYANKA UDYOG LTD.,Delisted,P ,10.00,NA          ,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
512522,"Neptune Exports Ltd.,",NEPTEXP,NEPTUNE EXPORTS LTD.,Active,P ,10.00,INE066X01015,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
512527,Super Sales India Ltd.,SUPER,SUPER SALES INDIA LTD.-$,Active,X ,10.00,INE091C01017,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
512529,Sequent Scientific Limited,SEQUENT,SEQUENT SCIENTIFIC LTD.,Active,A ,2.00,INE807F01027,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
512531,State Trading Corporation of India,STCINDIA,STATE TRADING CORPORATION OF INDIA LTD.,Active,B ,10.00,INE655A01013,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
512533,"Bharat Commerce & Industries Ltd.,",BHRATCOM,BHARAT COMMERCE & INDUSTRIES LTD.,Delisted,B ,10.00,INE032C01011,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
512535,Asahi Infrastructure & Projects Ltd,ASAHINFRA,ASAHI INFRASTRUCTURE & PROJECTS LTD.,Suspended,Z ,10.00,INE933C01036,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
512537,Lakshmi Trade Credits Ltd.,LKSMITR,LAKSHMI TRADE CREDITS LTD.,Delisted,P ,10.00,NA          ,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
512539,Mahadev Corporation (India) Ltd.,MAHDECO,MAHADEV CORPORATION (INDIA) LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
512543,Kiran Overseas Exports Ltd.,KIRANTRDM,KIRAN OVERSEAS EXPORTS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
512547,Zillion Medicare (Exports) Ltd,WORLDTR,ZILLION MEDICARE (EXPORTS) LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
512549,Druckgrafen India Ltd.,DRUCGRF,DRUCKGRAFEN INDIA LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
512551,Pittie Finance Ltd.,PITFI,PITTIE FINANCE LTD.,Delisted,Z ,10.00,INE331B01019,-,Equity,-,-,-,-,
512553,Zenith Exports Ltd.,ZENITHEXPO,ZENITH EXPORTS LTD.,Active,B ,10.00,INE058B01018,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
512555,Savitri Overseas Ltd.,SAVOV,SAVITRI OVERSEAS LTD.,Delisted,Z ,10.00,INE828C01012,-,Equity,-,-,-,-,
512557,Girish Travels & Couriers Ltd.,GIRSHTR,GIRISH TRAVELS & COURIERS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
512559,Kohinoor Foods Ltd,KOHINOOR,KOHINOOR FOODS LTD.,Suspended,Z ,10.00,INE080B01012,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products,
512561,Chinar Exports Ltd.,CHINEXP,CHINAR EXPORTS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
512563,Okara Leasing & Investments Ltd.,OKARLES,OKARA LEASING & INVESTMENTS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
512565,R.T.Exports Ltd.,RTEXPO,R.T.EXPORTS LTD.-$,Suspended,XT,10.00,INE581D01015,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
512567,Bharat Parenterals Ltd.,BHARPAR,BHARAT PARENTERALS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
512569,Auroknit Exports (India) Ltd.,ARONIEP,AUROKNIT EXPORTS (INDIA) LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
512571,Aditya Lime Industries Ltd.,ADITLIM,ADITYA LIME INDUSTRIES LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
512573,Avanti Feeds ltd.,AVANTI,AVANTI FEEDS LTD.-$,Active,A ,1.00,INE871C01038,Other Food Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Other Food Products,
512575,Ritesh Exports Ltd.,RITESEX,RITESH EXPORTS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
512579,Gujarat NRE Coke Ltd.,GUJNRECOKE,GUJARAT NRE COKE LTD.,Suspended,XT,10.00,INE110D01013,Coal,Equity,Energy,Coal,Coal,Coal,
512581,Lynx India Ltd.,LYNXINDDM,LYNX INDIA LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
512583,Enviro-Clean Systems Ltd,ENVCLEN,ENVIRO-CLEAN SYSTEMS LTD.,Delisted,P ,10.00,NA          ,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
512585,KARMA INDUSTRIES LIMITED,KARMA,KARMA INDUSTRIES LTD.,Delisted,Z ,10.00,INE416F01019,Comm.Printing/Stationery,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Commercial Printing/ Stationery,
512587,Zodiac-JRD-MKJ Ltd.,ZODJRDMKJ,ZODIAC-JRD-MKJ LTD.,Active,X ,10.00,INE077B01018,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
512589,Sita Enterprises LTD.,SITAENT,SITA ENTERPRISES LTD.,Active,X ,10.00,INE579D01019,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
512591,Pulsar International Limited,PULSRIN,PULSAR INTERNATIONAL LTD.,Active,P ,10.00,INE183U01014,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
512593,Premium Industries India ltd.,PREMIND,PREMIUM INDUSTRIES INDIA LTD.,Delisted,P ,10.00,NA          ,Coal,Equity,Energy,Coal,Coal,Coal,
512595,Unimode Overseas Ltd.,UNIMOVR,UNIMODE OVERSEAS LTD.,Active,XT,10.00,INE348N01034,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
512597,KEYNOTE FINANCIAL SERVICES LIMITED,KEYFINSER,Keynote Financial Services Ltd,Active,B ,10.00,INE681C01015,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
512599,Adani Enterprises Ltd.,ADANIENT,ADANI ENTERPRISES LTD.,Active,A ,1.00,INE423A01024,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
512600,Macro (International) Exports ltd.,MACINTR,MACRO (INTERNATIONAL) EXPORTS LTD.,Active,XT,10.00,INE307N01014,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
512602,Ashari Properties & Finances ltd.,ASHPROP,ASHARI PROPERTIES & FINANCES LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
512604,Haria Exports Ltd.,HARIAEXPO,HARIA EXPORTS LTD.-$,Active,X ,10.00,INE772B01014,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
512606,Rupangi Impex Ltd.,RUPIM,RUPANGI IMPEX LTD.,Delisted,B ,2.00,INE766B01024,-,Equity,-,-,-,-,
512608,Bhandari Hosiery Exports Ltd.,BHANDHOS,BHANDARI HOSIERY EXPORTS LTD.,Active,T ,1.00,INE474E01029,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
512610,Shri Vardhman Overseas Ltd.,SHRIVAR,SHRI VARDHMAN OVERSEAS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
512614,Gran Heal Pharma Ltd.,GRANHPH,GRAN HEAL PHARMA LTD.,Delisted,P ,10.00,NA          ,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
512616,Orind Exports LTD.,ORINEXP,ORIND EXPORTS LTD.,Delisted,P ,10.00,INE165E01015,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
512618,RLF Ltd.,RLF,RLF LTD.,Active,XT,10.00,INE629C01014,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
512620,Duck Tarpaulins ltd.,DUCTA,DUCK TARPAULINS LTD.,Delisted,P ,10.00,INE966D01018,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
512622,Indo Swiss Exports Ltd.,INDOSWI,INDO SWISS EXPORTS LTD.,Delisted,Z ,10.00,-,-,Equity,-,-,-,-,
512624,Regent Enterprises Limited,REGENTRP,Regent Enterprises Ltd,Active,XT,10.00,INE769D01016,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
512626,Orbit Exports Ltd.,ORBTEXP,ORBIT EXPORTS LTD.,Active,B ,10.00,INE231G01010,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
512628,Acquaint Exports Ltd.,ACQUATR,ACQUAINT EXPORTS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
512634,Savera Industries Ltd.,SAVERA,SAVERA INDUSTRIES LTD.,Active,X ,10.00,INE104E01014,Hotels,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Hotels,
512636,Preyanshu Exports Ltd.,PREYATRDM,PREYANSHU EXPORTS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
512638,Amigo Exports Ltd.,AMIGOEXDM,AMIGO EXPORTS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
512640,Stocknet International Ltd.,STOCKNET,STOCKNET INTERNATIONAL LTD.,Delisted,XD,10.00,INE201D01010,IT Software Products,Equity,Information Technology,Software & Services,IT Software & Services,Software Products,
512642,Artillegence Bio-Innovations Ltd,ARTIBIOIN,ARTILLEGENCE BIO-INNOVATIONS LTD.,Delisted,XT,10.00,INE576F01010,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
512644,Arihant Enterprise Ltd.,ARIHENT,ARIHANT ENTERPRISE LTD.,Delisted,B ,10.00,INE154D01011,-,Equity,-,-,-,-,
513002,"Andhra Sinter Ltd.,",ANDHRSI,ANDHRA SINTER LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
513005,V.B.C. Ferro Alloys Ltd.,VBCFERROQ,VBC FERRO ALLOYS LTD.-$,Active,XT,10.00,INE114E01013,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
513010,TATA STEEL LONG PRODUCTS LIMITED,TATASTLLP,Tata Steel Long Products Ltd,Active,A ,10.00,INE674A01014,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
513012,"Jeet Machine Tools Ltd.,",ZJEETMAC,JEET MACHINE TOOLS LTD.,Suspended,Z ,10.00,INE987E01012,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
513017,"Him Ispat Ltd.,",HIMISPTDM,HIM ISPAT LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
513018,"Himtubes Ltd.,",ZHIMTUBL,HIMTUBES LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
513023,Nava Bharat Ventures Ltd,NBVENTURES,NAVA BHARAT VENTURES LTD.,Active,A ,2.00,INE725A01022,Electric Utilities,Equity,Utilities,Utilities,Utilities,Electric Utilities,
513039,Hindusthan Udyog Ltd,ZHINUDYP,HINDUSTHAN UDYOG LTD.,Active,XT,10.00,INE582K01018,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
513041,ISPL Industries Ltd,ISPLIND,ISPL INDUSTRIES LTD.,Delisted,P ,10.00,NA          ,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment,
513043,Remi Edelstahl Tubulars Limited,REMIEDEL,Remi Edelstahl Tubulars Limited,Active,X ,10.00,INE158G01015,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products,
513059,"G.S. Auto International Ltd.,",GSAUTO,G.S.AUTO INTERNATIONAL LTD.,Active,X ,5.00,INE736H01024,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment,
513063,"Trans-Freight Containers Ltd.,",TRANSFRE,TRANS-FREIGHT CONTAINERS LTD.,Active,XT,10.00,INE360D01014,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products,
513077,"Sanghvi Steel Ltd.,",SANGHVI,SANGHVI STEEL LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
513081,Ferro Concrete Co.(India) Ltd.,FEROCON,FERRO CONCRETE CO.(INDIA) LTD.,Delisted,P ,10.00,NA          ,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
513097,"Shivalik Bimetal Controls Ltd.,",SHBCLQ,SHIVALIK BIMETAL CONTROLS LTD.,Active,B ,2.00,INE386D01027,Electronic Components,Equity,Information Technology,Hardware Technology & Equipment,"Electronic Components, Equipment & Instruments","Electronic Components, Equipment & Instruments",
513108,"Gandhi Special Tubes Ltd.,",GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$,Active,B ,5.00,INE524B01027,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products,
513117,"Amforge Industries Ltd.,",AMFORG,AMFORGE INDUSTRIES LTD.,Active,X ,2.00,INE991A01020,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment,
513119,ABC Gas (International) Ltd.,ABCGAS,ABC GAS (INTERNATIONAL) LTD.,Active,XT,10.00,INE173M01012,Copper,Equity,Basic Materials,Metals & Mining,Non-ferrous Metals,Copper,
513121,Oricon Enterprises Ltd.,ORICON,ORICON ENTERPRISES LTD.-$,Active,B ,2.00,INE730A01022,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
513129,"Gujarat Wedge Wire Screens Ltd.,",GUJWDGE,GUJARAT WEDGE WIRE SCREENS LTD.,Delisted,P ,10.00,INE090J01014,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products,
513131,Metalman Industries Ltd,METAI,METALMAN INDUSTRIES LTD.,Delisted,XD,10.00,INE689B01010,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
513134,"Pioneer Alloy Castings Ltd.,",PIOALOY,PIONEER ALLOY CASTINGS LTD.,Delisted,Z ,10.00,-,-,Equity,-,-,-,-,
513142,BALASORE ALLOYS LTD,BALASORE,BALASORE ALLOYS LTD.,Suspended,Z ,5.00,INE135A01024,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
513149,"Acrow (India) Ltd.,",ACROW,ACROW INDIA LTD.,Active,X ,10.00,INE950D01012,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products,
513151,"STI India Ltd.,",STINDIA,STI INDIA LTD.,Suspended,Z ,10.00,INE090C01019,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
513153,TechTrek India Limited,TECHTREK,TECHTREK INDIA LTD.,Suspended,XT,10.00,INE892N01015,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products,
513158,"Sri Ramkrishna Steel Indus. Ltd.,",SRAMSTLDM,SRI RAMKRISHNA STEEL INDUSTRIES LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
513173,Steel Strips Infrastructures Limited,STLSTRINF,STEEL STRIPS INFRASTRUCTURES LTD.,Active,X ,10.00,INE205F01016,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
